Name,Title,Rating,Comment
Deblina Roy,"







  
  
    Disappointing
  
",2.0 out of 5 stars,"









  
  
    
  Heavily disappointed. So much of hype and the camera is not even upto the mark. Grainy pictures, looks like I have applied some kind of filter for my selfies. There is no way to undo it. The haptic feedback is good. However, there are several bugs on this phone. Hoping that they will get it fixed with an update! Also don’t panic and nitpick with screen quality! Looks great to me!But don’t  fall for the marketing gimmick. OnePlus promised something extraordinary and they have failed. Also, there were several troubles while registering my phone for the Red Cable Club. But several attempts and a complaint with the customer care, it was solved.

  
"
Sreeram,"







  
  
    Totally dissatisfied. No AR support.
  
",1.0 out of 5 stars,"









  
  
    
  I bought this phone for augmented reality purpose. They even launched it with the caption ""World First AR launching"". But this Nord is not supporting Augmented reality. I am damn fooled by One plus. Totally disappointed for my long wait. 500 rupees is wasted for prelaunch.AR is must and should technology in 2020phones. Even 10K phones are giving better support.Why One plus released a skull without brain. So I return this worthless (for me). Waste of time.

  
"
Amit,"







  
  
    Near to mid range  Perfection
  
",5.0 out of 5 stars,"









  
  
    
  Got it delivered yesterday , used for about 5-6 hours , to tell you this is my first mid ranger previously I was using s9 plus , before that s7 edge and iphones in stone age .My first one plus , a mid ranger , I assure you it's no less a flagship experience , forget bout negative reviews, no device is perfect .This one has looks , power and performance , don't know how useful is 5G modem but who cares that's the baggage we consider it as of nowCamera unit is also awesome perfoms well and remember it's a bloat free and advt free experience of OXYGEN OS .Cons , I am yet to discoverENJOY the NORD

  
"
Nitin Mittal,"







  
  
    Empty mobile box with all.missomg contents was delivered
  
",1.0 out of 5 stars,"









  
  
    
   Stop cheating customers by arranging a tempered delivery with only an empty mobile box. It's my hard earned money and the Amazon investigation team is refuting all claims.I have enough evidences to prove my claim of tempered delivery and will escalate the matter to the highest level and will also drag Amazon India on all social media besides suing them.in Consumer court.

  
"
aishwarya,"







  
  
    Great price!
  
",5.0 out of 5 stars,"









  
  
    
  An amazing phone!Got it delivered today and also received red cable membership which was unexpected.Formally had a one plus too and in comparison this one could've been a lot more better.The silicone case that came with it however, has the most horrible smell. Wash it before using it on your phone.Camera could've been a little better.The touch is not as smooth as the other one plus phones.Fast as hell.Colors are very vibrant.Does not have a notification LED. or a earphone jack.The grey is very attractive. Blue will be better.Will update on display issues (claims by many) after a month's time.

  
"
Rajamurugan L,"







  
  
    How is it oneplus nord
  
",1.0 out of 5 stars,"









  
  
    
  Very bad experience don't buy this product, the mobile display lighting very dull compare with redmi Mobile's and mobile over heating and camera quality very worst, don't buy this product. If you want this mobile please reach out nearby oneplus showroom and use this mobile and if you satisfied then you buy this product. I'm very unsatisfied this product 😔😔😔😔😔

  
"
saisathvik,"







  
  
    WORTH THE BUCKS
  
",5.0 out of 5 stars,"









  
  
    
  First things first I'm very impressed by the AMAZON delivery services.Coming to NORD It got all the hype. Easily recommendable if you use it as a regular phone for social media and business purpose. It is not so great for gamers. So think before you buy it and compare all the other options too.Last things last overall performance is very fast and enjoying the OXYGEN OS.

  
"
nilay kushari,"







  
  
    Expectations got destroy
  
",1.0 out of 5 stars,"









  
  
    
  Had lots of expectations on this device but it destroyed in an hour.1.Camera is literally bad, I mean really really bad (still I had considered this because of oxygen OS)2.Display tent issue, if you turn down the brightness below 40%)3. Fast charging doesn't at all support ( see the picture of my phone) takes more than 2 hour approximately to get full charge)4. Speaker sound is not good I would say okay.Extremely disappointed had to return this.

  
"
Sachin Jawade,"







  
  
    Unexpected Delivery 🤘
  
",5.0 out of 5 stars,"









  
  
    
  It's delivered today (3rd August)Branding level improved.Some sticker in box.Mobile is lite weight.Color is extremely premium.Screen quality same as 7T.Let's wait for detail feedback hope it will good 👻💕

  
"
Tushar V.,"







  
  
    Not good phone
  
",1.0 out of 5 stars,"









  
  
    
  Phone is not good. I give review correct but amazon not ready to display on web side because amazon need to sell more phone

  
"
Ayush,"







  
  
    Display issues and Delay in delivery
  
",1.0 out of 5 stars,"









  
  
    
  1 star for the display. Green and purple tint clearly visible in daylight without even going into dark room and reducing brightness. Even the black bar is clearly visible in dark theme. My iphone 6 and oneplus 3 have a better panel than this.And 0 stars to Amazon and the seller Darshita electronics for the delay in order. Preordered on 28th and received on 8th. Whereas people who ordered on prime day sale got the phone quicker.Will never pre-order again and definitely not from Amazon.

  
"
Rahul,"







  
  
    Good phone
  
",4.0 out of 5 stars,"









  
  
    
  ProSmooth OS - no lags at allAMOLED screen is good quality screenPrivacy - no useless apps like those found in chinese phonesAll other pros we would expect for these specs - no deviationsConNot a metal frameCPU is slower compared to current 865 flagships (this is expecetd)Note: I am releived the display is fine at low brightness - I read  some users sharing the green tint issue.  I did not face that yet.  Will update reviews in case of any issues.

  
"
Amazon Customer,"







  
  
    One plus Nord issues
  
",1.0 out of 5 stars,"









  
  
    
  Display has green tint issue..display looks like a very cheap quality phone. Want to return the phone but amazon is not offering return on this phone.

  
"
ATMANAND  SHARMA,"







  
  
    Khoda pahad nikli chuihya
  
",2.0 out of 5 stars,"









  
  
    
  Average phone from one plus but surprisingly very bad battery life though good battery on paper. Disappointed .

  
"
Amazon Customer,"







  
  
    OnePlus nord
  
",4.0 out of 5 stars,"









  
  
    
  I used several phone except like this type of phone but this phone is very silky smoothy.90hz refresh rate speed is very good or smooth like an iPhone 11.the keypad touch was also very smooth.audio is mono speaker only but it is also good audiable(something missing in the speaker).the camera is fair.i think next update this camera quality also increase.this phone very very user-friendly .wrap charging is 30 minute time take 0 to 65% charge completed that was very excited.the  I appreciated OnePlus company because of less price for nord.

  
"
Sibasish Raulo,"







  
  
    Preorder customers were scammed
  
",1.0 out of 5 stars,"









  
  
    
  I have nothing to say about this product but marketing strategy. While pre-ordering this product there was no hdfc bank creditcard offer so I have to purchase it by paying full amount. But after delivery it is showing hdfc credit card discount is applicable for 12gb + 256gb variant. This is ridiculous. There's not even return option for this product. This is not at all fair to the customer who pre-ordered this product. And OnePlus and Amazon is just breaking their trust.

  
"
ARYA,"







  
  
    'More than midrange but less than premium '.  This phone has heating issues...😥
  
",3.0 out of 5 stars,"









  
  
    
  OnePlus Nord is a very competitive smartphone in this segment.Pros.Device is pretty impressive and looks premium ...1. screen looks great2. Camera works descently but after some struggle3. Warp charge4.12 gb ram is great and is very helpful during multitasking5.screen brightnessCons.1.even when Snapdragon is said to be best chip in this range ,it's the one with same performance as Snapdragon 845 wrapped up with new ai engine ,it still struggles to maintain smooth experience.2. Screen refresh rate of 90hz but due to less processing power it struggles to maintain the refresh rate.3. Mono speakerIt's not stereo speakers and you will miss this if you want more bass.4.ufs 2.1The storage speed and data transfer speed decrease is observed if you've used ufs 3.0All over this budget pack gets everything right but the hands on experience says even after having better cooling system in it..I have observed that my nord actually heats up very fast and it takes time to cool.If you're the one who is pretty intrested to use the phone continuously for several hours ,I would recommend you to reconsider this once again.This thing heats up pretty fast and it suffers to maintain the peak performance..OnePlus tried to bring a top tier performance to its midranger device and their performance is good but not great , OnePlus Nord does not make upto it's marketing hype. There are several potholes in this smooth experience and I expect it to be corrected during software updates and future nord segment.It's just a midranger phone in the end.For the best you can have I would suggest that you should see 8pro from OnePlusHope this helps ...thanks

  
"
Anand,"







  
  
    Oneplus has returned in its own market with a worthy product.
  
",4.0 out of 5 stars,"









  
  
    
  First of all I wanna thank amazon delivery service to deliver the product on right time as I want to gift it to my sister.Oneplus is a no match in this range.  You should go for this without any doubt.Except poor camera quality eveything is superb. Snapdragon 765G is fast and 90Hz display is superb. I am not getting screen tilting problem in low light as some users reported.One more low point is that it does not feel  premium as its side is made of plastic.Go for it without any second thought.I will edit my review after some days of use.

  
"
Sahil kalsi,"







  
  
    Worth every penny & please don't buy Oppo Reno 4
  
",5.0 out of 5 stars,"









  
  
    
  Hey Guys i won't go in Specs details as you are not reading this to read the specs. I got it on 2nd August and after more than 24 hours of use i can say my decision and wait was all worth it.Phone is great. One plus is indeed flagship killer, its manufared by oppo india, and i have serious piece of advice for people who are considering buyingOppo Reno 4Dont waste your money there instead get nord, i have seen for years how oppo charges atleast 10K premium for devices that have even year old processors. You can get SD765 instead of SD720 and even nord's top varient costs 5k less than 'Reno Shit'.And those considering Realme X3 pro zoom there's nothing special about it except for the fact that you wanna buy go with SD855 only you can seriously consider buying Nord coz apart for SD855 nord is better in every department and you don't realise any difference whether its day today tasks or heavy gaming.

  
"
shristi bhatt,"







  
  
    Super hit
  
",5.0 out of 5 stars,"









  
  
    
  In love with the camera quality and the color of the phone. Works smoothly. Impressed!!Also online sale is on 4th and I got it today (on 2nd). Swift delivery.

  
"
Sai Kumar Thota,"







  
  
    Waste of money
  
",1.0 out of 5 stars,"









  
  
    
  Waste of money , Not at all satisfied ,poor camera quality , poor product quality. Better to buy Redmi mobile ...

  
"
Dharanidharan.S.P,"







  
  
    No issues and great phone with medium camera
  
",4.0 out of 5 stars,"









  
  
    
  Camera:selfi camera is great. back camera is medium quality not great like 8 pro. I tried gcam in this mobile, image quality increases.Performance:Blazing fast like SD 865. There is no difference noted in using daily usage. You only Notice difference in heavy gaming and heavy tasks from 765g and 865 processors.Speaker:Its is loud enough and does its job for its price for 28000 of phone. Dont expect like flagship speakers. if u put volume below 50%, volume of speaker is low and increase the volume above 50%, then speaker volume increases suddenly. At 100% volume, sound comes with some noise.Battery:i got SOT of 6 hrs with 90hz. battery losts easily for one day. When using camera battery drain faster.Display:great display like 7t. blacks are deep. No tint issues in display. colours are accurate. viewing angles are great. All google apps in dark mode are in grey colour(this is not a tint issue). So dont decide tint issue with google apps. Use dark wallpaper and then decide ur tint issueVerdict:If you are a Heavy Gamer(Only with ultra high gaming settings is not suitable but suites for lite gamers) and Camera centric user this mobile is not for u. Apart from camera and speaker, it is great phone. Mainly VALUE FOR MONEY.

  
"
Ashish,"







  
  
    Amazing beast from OnePlus!!!
  
",5.0 out of 5 stars,"









  
  
    
  So I suppose I'm the first one to receive this beast from Amazon. Arrived damn early then expected!!!!Talking about phone-Display- 90hz fluid amoled display is amazing. Just can't resist to use for a longer time. 5/5Processor- Since there was lot of hype for this new SD765G which supports 5G. I'll put it this way that it supports intensive gaming as well. Played pubg and there is no lag at all and opens game in a flash. There is gaming mode for gamers. Handles everything very smoothly. 5/5Camera- Haven't tested a lot yet. Though main camera is good. Same as OP8. But other camera are not that great as one might think. They work good though and at this price you can't argue for more. It has wide angle and that is good as well. Nightmode haven't used till now. Will post that as well once I'll test that. 4/5Battery- Till now it's awesome. 4115mAh battery is sufficient for a day's work. If we include gaming you might want to charge twice a day. But again that's ok. So bang on! 5/5Charging- 30T wrap charging.. it quite fast!! 5/5UI- Who wants anything else if you get oxygen OS. Best in class and superior factor to consider OP phones. It classy. No BS at all. Authentic OP design.  5/5Design and build- Nice build, fits perfectly in hand. Gorilla glass in front and back just plastic in side and that's not an issue in anyway!! 5/5Overall it's a powerful package from OP.. I would say worth the hype!!!!Go for any color you like.. I preferred grey onyx.Box included OnePlus nord, RCC card, high quality transparent case. Case is literally very good. I just want one more case in case I need in future :p 2 yrs of confirmed OS upadte. And moreover there was already an OTA update when you switch on the device for camera and other bug fixes.Amazing work by OP!! Just awaiting for pre-order gift vouchers now!!

  
"
Amazon Customer,"







  
  
    Worst service given by oneplus
  
",1.0 out of 5 stars,"









  
  
    
  Worst service ever, after 10 days of purchase, I got software problem in my  phone (phone stuck in oneplus logo) , I clem for warranty but service center told  me 20000 Rs Bill for software issue, without my permission he heated my mobile, and asking for payment for mobile, now phone in my showcase. I purchased phone in 28000rs now what should I do

  
"
Adarsh,"







  
  
    OnePlus Nord Issue List & Deficiency list. 24 total issues . Think before you buy OnePlus Nord..
  
",1.0 out of 5 stars,"









  
  
    
  Issue list:1. During phone call screen get locked and you have to unlock again to do anything like disconnect call.2. After every call you will get notification of phone getting updated.3. Battery drain drastically. From 100% to 90% in 7 mins. (Not using any heavy apps. By just screen on).4. Heating issues. Heats for just using messages, what's up and phone calls too. While charging it heats upto 45° C. So battery is going to get damaged very very soon.5. Call logs missing. Last week call logs are also missing.6. Bluetooth disconnect issues with headphones,buds,health tracker watches or any other Bluetooth devices. Quite embarrassing.7. YouTube videos stuck halfway,not because of internet. That means video(visual stuck) and voice goes on. Like old TVs.8. Wifi speed is low. Laptop shows 40 speed and Nord speed is 18 speed. Other mobile shows 38 speed.9. Messages will be delivered late. OTP get received after few hours sometime.10. Only few apps are permitted to have parallel apps. Mostly very generic. But if you need any specific app you can't.11. Charger and red cable type C pin also  heats up high during charging.12. Camera do not open sometimes.13. You have to Click and wait for photo to be captured without blur both front and back cameras.14. Even if you do point 13. Still photos are not upto mark and night photos not atall upto mark.15. OnePlus Nord is not tested mobile in Market. OnePlus don't agree but if it is tested then why there are so many issues.Deficiency list:1. No 3.5mm Jack.2. Display tint issues. 90% devices have it.3. No external memory slot.4. No infrared to use as a remote of your TV and music system,smart light at home.5. OnePlus Oxygen OS Contacts and Phone dialer apk is missing. And Google contacts and dialer has lot of issues and they are not stable.6. OnePlus Oxygen OS message apk is missing.7. Oxygen OS phone contacts, dialer and messages apks are actually signature of Oxygen OS without which Oxygen OS is clearly incomplete like half meal.8. Plastic body.9. No Automatic call recording. Big deficiency.When talked to OnePlus they gave 100 reasons for deficiencies on this OnePlus Nord. No reason is sounds satisfactory. Mostly every reason OnePlus gave is silly excuse.This is a consolidated list. If you see anything missing please add in comments.All my issues I have raised with OnePlus bit nothing turned out to be resolved.Visited  OnePlus services center nothing resolved. Discussed  with OnePlus customer care, feedbacks given complaints given for each issue given to them with logs, screenshot and what all OnePlus has asked for. I have spent many many hours to inform OnePlus about each and every issue of the above mentioned issues.So please don't reply back to me to reach OnePlus team. This post it here because OnePlus did absolutely nothing to resolve these.Dirty truth of the scenario.

  
"
The wanderer,"







  
  
    Review after using the mobile for one week
  
",4.0 out of 5 stars,"









  
  
    
  My Nord was delivered on 2nd August. After a week, these are my reviews.Pros1)  Fluid AMOLED Display and 90 Hz display rate gives the display exactly what your eyes need for a soothing experience (did not experience the tint issue yet).2)  After using Redmi Note 5 Pro for more than 2 years (the advertisements are hell), the Oxygen OS feels heavenly.3)  I bought the Gray Onyx version. It looks really premium.4)  The mobile is really fast and smooth.5)  You will be genuinely impressed with the face unlock speed with this mobile. The fingerprint scanner was also fairly fast (I really liked the various ways you could customize fingerprint unlock animations; the cosmos one is pure love).6)  My mom has Oppo A5 2020, and this mobile is smaller than that one. This set feels surprisingly handy (which really goes with the lightweight build of this mobile).7)  This is my first OnePlus, so the charging cable and the adapter really impressed me. (Charging speed results done by me when the mobile was switched off and was at 0% : 50% at 24 minutes, 61% at 30 minutes (9% short of their claim), 80% at 41 minutes, 100% at 58 minutes).8)  Again, my first OP, so the Alert slider impressed me as well.9)  Not a pro gamer, but this mobile has a FNATIC mode for games. Yet to test what it actually does, but my gaming experience was fairly good.10)  The zen mode. I liked this touch a lot. Reminds us that there is a life outside of your mobile too (go talk with your family and have a nice chat with them).11)  The reading mode. Again, another thing I liked (pardon me if these are common features in mobiles of this range). I read a lot, and I don't like ebooks much. But even when you are scrolling down Google learning about the life cycle or genetic composition of the Coronavirus, the black and white mode feels soothing to the eye.Neutral1)  For camera, which I know is a prime requirement for many, please look into other reviews. I am not a voracious camera user, so my views on this would be unfair to you readers. The only review I can give is that, in low light, while taking a photo, if your hand shakes, the picture comes a little hazy.Cons1)  Battery. Yes. Many people in the OnePlus community have raised this issue as well. I will just write down my issues. If you use the mobile normally, the mobile should go on for a day (that is, you will have to charge it once a day). Even if you play games, the battery tries to handle itself, and I would call that performance average.However, if you switch on Hotspot, battery drains like a flowing river downhill a mountain. I have some tasks that I do in the laptop, and I do not have a ethernet connection, so this is an issue for me. Kindly keep this in mind.2)  You knew this was coming. The 3.5 mm jack that everyone loves.3)  Although the speaker is loud, stereo speakers would have been better.4)  Not an issue for me, but yes, you can get better processors at this price (Realme X2 pro, for example).5)  Again, not an issue for me, but no SD card support. (The lack of SD card support and 3.5 mm jack is becoming prevalent, it seems).6)  I wish the frame wasn't of plastic, but it is (Although the buttons are of metal).ConclusionI can not emphasize much how much I am liking this mobile. If you like watching anime, movies, or even youtube, the screen will feel like a bliss.Among the 6 cons I have written, I can still live with 5 of them, but the battery draining issue is the only reason I gave it 4 stars. My Redmi Note 5 Pro handled being a Hotspot better than this mobile. I don't know if it is possible to fix this by an OTA update.I sincerely request all users of OP Nord to check their battery backup. You can comment below if you want to.Note: All of these are personal reviews. Thank you for reading quite a long review. You won't regret buying this, that is for sure.

  
"
Prudhvi,"







  
  
    Display color leak
  
",1.0 out of 5 stars,"









  
  
    
  Pre ordered and waited like anything... Arrived on time. Everything is fantastic in Nord except Display color leak or I don't know what to call it. I shared images and videos, go through it. Why why why faulty products?

  
"
Karn,"







  
  
    Oneplus fooled us!
  
",1.0 out of 5 stars,"









  
  
    
  Dont fall for oneplus marketing and hype..I recieved a damaged oneplus nord as i unboxed.. back cover was seperated from the frame and there was a black patch on it.. the phone too never switched on..The irony is, oneplus claims on their website""Droped. Shocked. Shook. Sunburned."" ""We take quality seriously"" but their phone was ripped apart inside the box itself. A dead phone in the end. They fooled us! Infact if u research nord also is facing display and bluetooth issues besides inferior construction which i got to know after i had already made a purchase. Guys i am no one to say dont buy oneplus.. u have to be wise enough to take that call.. but all i can say that dont fall into their trap of marketing and hype they create. Be wise and dont be fooled!

  
"
Ayanik Dey,"







  
  
    Very very disappointed with amazon
  
",1.0 out of 5 stars,"









  
  
    
  I was totally devastated after i received the product as it was a defective one. Its getting hanged and switched off multiple times automatically. And after all these stuff i dont kno whether my product will be replaced. Very very  poor from amazon.

  
"
Abhishek Chakor,"







  
  
    Excellent mobile if you are not a gamer
  
",5.0 out of 5 stars,"









  
  
    
  Writing the review after a month's usage and phone works really fine and no lag at allPros- display is really awesome with 90hz smooth and fast refresh rateOxygen OS experience is awesomeFast charging i.e charges upto 70% in 35 minsVideo quality is great due to OISCamera quality has improved than the beginning due to the time to time updates by OnePlusFingerprint reader and face unlock works fastMobile network and calling is really good in low network areasCons- No headphone jackBattery drains really fast when used continuously for long timeFront camera doesn't seem to be 32mp and could be better with software updates

  
"
Nidhin Cherian,"







  
  
    For camera enthusiasts
  
",1.0 out of 5 stars,"









  
  
    
  Dear camera enthusiasts,Don't go for OnePlus NORD. It is pretty much the opposite of the flagship camera that they had promised.1. Poor low light performance especially for front camera2. Lacks in sharp and crisp outputBetter go for OnePlus 7T

  
"
Manmohan Singh Tanwar,"







  
  
    Auto call recorder not available
  
",5.0 out of 5 stars,"









  
  
    
  Where is call recording option

  
"
Imran Khan,"







  
  
    Packing was not good. Overall disappointed with product
  
",1.0 out of 5 stars,"









  
  
    
  Delivery was fast, delivered on the mentioned date. Box packing was beaten. Unlike onplus box, all the edges were bent as if the box was fallen multiple times.As per product, phone look good, for sure this doesn't look like a premium phone, unlike other oneplus phones. Box quality and finishing itself say this is a cheaper oneplus so don't expect premium experience.Another disappointment from oneplus, the redcableclub doesn't work for Nord, on the redcableclub Nord model is not listed, evening phone setup when to try to link the device it fails stating this device is already linked to another account. Yet to explore the phone features and its performance. Will share it once is use it for couple of days.---------++++------After a month usage, I can rate this as most disappointing phone OnePlus has created. After few minutes in hand I can literally feel the pain due to its deisgn and weight. Biggest disappointment is the camera, out of 5 shots 3 will be blurry pixelated. Even after they pushed an update for camera still take couple of shots before you get one clear blurr free picture. You can only take still photos even a slightest movement either the phone or the person moves picture turns blurr. Phones of low resolution and less expensive take better picture then Nord.Definitely a big no to this phone. whish I could exchange it with some other phone. Maybe realme/ redmi

  
"
Abhishek,"







  
  
    OnePlus NORD detailed review.
  
",5.0 out of 5 stars,"









  
  
    
  So I pre ordered this phone on 28th of July and I got this on 3rd August.... Thank you Amazon for faster delivery ...I'm posting this review after using this phone after a bit ..I'm sub dividing this review in pros and cons .Pros-1. The design of the phone and overall build looks premium it is moulded in a way that it doesn't feel cheap aur even midrange by any means. If you want a quirky look then go for the blue marble .but trust me the gray version looks very elegent.2. The fluidity and smoothness of the oxygen can't go wrong in anyway. That bundled with Snapdragon 765g is even more good.3. The display on this device looks dope . Fluid amoled panel along with 90hz display just looks awesome. And trust you won't be able to tell the difference between 90hz refresh rate of this phone and the 120hz refresh rate of anyother ohone.4.Battery backup of this phone is also awesome you'll get a whole lot of day backup even if you're using the phone intensively at 90hz refresh rate.5. The cameras for this price range won't disappoint you , you'll get detailed photos with the primary lens ..you'll get super cool ultrawide shots with the other lens .. let's wait for the cons part for other two cameras. The dual front selfi cameras does their job very effectively be it selfie aur groufie.6. As a cherry on the top OnePlus have promised 2 years of android update and 3 years Of security patch for this phone .7. This phone is future proof as you're getting 5g ready phone for this price.Cons.1. Don't buy this phone for only intensive gaming purpose as this have a 765g processor which will fall behind a bit behind 855 or 865.2. The cameras are good but not the best , the macro lens and depth sensors on the back are just useless in my Frank opinion.3. The frame of the phone is plastic , but trust me you won't notice this.Personal Opinion.Go for this phone you'll surely love it , according to me you should go for the 12gb ram and 256rom variant.If you find this review helpful please consider to like this review

  
"
Akhil,"







  
  
    Best in it's range.
  
",4.0 out of 5 stars,"









  
  
    
  Amazing design. Amazing feel. Pretty smooth. Best in its range. However, came across a bug on the first day of usage. Can't link device to redclub membership. This has been reported by multiple people on community and looks like the developers are looking into it. Apart from that the first day use has been really great. The battery is amazing. Using it since 12 hours and 40% still left.Update- The bug was fixed on the same day.

  
"
Sudeshna Dey,"







  
  
    Bad front camera
  
",1.0 out of 5 stars,"









  
  
    
  Front camera is very bad , and low light photo is also bad. Need update in camera section. Worst camera. I was also excited about this product like everyone else because I was going with the one plus brand. But if u r investing 28k for a mobile then it should satisfy your basic average needs at least. The camera quality is below average. 1 rating giving only for this. Otherwise features are good.

  
"
