Name,Title,Rating,Comment
Gaurav Bhati,"







  
  
    Totally waste of money.
  
",1.0 out of 5 stars,"









  
  
    
  Don't buy this Samsung M31s.Camera quality is bad.Overall waste of money.

  
"
Amazon Customer,"







  
  
    Not found charger, cable, u pin and manual  Only handset received in box
  
",1.0 out of 5 stars,"









  
  
    
  Not found charger, cable, u pin and manualOnly handset received in box

  
"
vishnu,"







  
  
    Heating and camera problem.
  
",1.0 out of 5 stars,"









  
  
    
  Phone is heating and also camera is blurring when flash light is on. Worst camera ever.

  
"
Amazon Customer,"







  
  
    Lot of issues like slowness and facial recognition
  
",1.0 out of 5 stars,"









  
  
    
  Facial recognition is bad... Phone is lagging a lot... Not satisfied at alll.

  
"
Priyanka,"







  
  
    As per price it's worst phone//Please don't buy this worst phone.
  
",1.0 out of 5 stars,"









  
  
    
  There is too much problem in this phone.1.  6000Mah battery but phone doesn't work even half day on standby mode.2.  In 64MegaPixel camera quality is too bad as per expactation.3.  Not working properly any sensor in phone (Face & Fingerprint).4.  It's too much time taken to charge the full battery approx more than 6hrs.Please don't buy this worst phone.

  
"
Job,"







  
  
    Awesome phone
  
",5.0 out of 5 stars,"









  
  
    
  I am writing this review after 3 days of moderate to heavy usage.Design: The design of the phone is stunning even though its made of glasstic. The back is a dust and fingerprint magnet. So suggest to use a case. 5/5.Battery: Monstrous. Lasted for a day after watching 2 movies, occasional checking of mails, light gaming and browsing social media. I still had 10% left. The highlight is of course reverse charging and the super fast charging support. Took around 100 to 120 mins to charge the phone completely from 0 to 100. 5/5.Camera: One of the best if not the best camera in this range. The Sony sensor does a great job in the imaging department with some intelli cam features. 4.5/5.Processor and UI: For the last 3 days, that I've been using this phone, UI was pretty smooth and with some bloatware. I am a stock android lover, so thankfully I was able to delete a few pre-installed apps and block the ads/app recommendations while setting up the phone. There are some cool features like smart pop up view which are really awesome. The processor was lag free and its performance was smooth. I don't want to comment on gaming as I am not a heavy gamer. Overall an great choice for day to day usage. 4.5/5.Display: No comments. Just 5/5.The only disappointment I had was there was no case provided in the box. Overall I would give 5/5 for this phone. Regarding the pricing, when I've compared it with the competitors for 6/128 gb variants there was a difference of 1k to 1500 which I felt was fine considering the Samsung brand and features offered.I would recommend this one if anyone is looking for a decent phone under 20k.

  
"
kanak,"







  
  
    The camera quality is really better specially the night shots
  
",5.0 out of 5 stars,"









  
  
    
  I appreciate the camera quality of M31s.. the selfie camera has a quality as your rear camera and the night shots or shots in dark are much better. The rear camera has a nice focus though not able to take clear long distance shots (100mts) which are very far but shots within 20-30 meters are perfect.I was impressed by the performance and charging as well. I have a 6GB Ram as i'm not a gamer hence could not comment but else good battery life.

  
"
Kannan,"







  
  
    Amazing Phone for the budget with One Glaring Flaw
  
",4.0 out of 5 stars,"









  
  
    
  This is just an amazing phone. The camera is really good, Samsung's OneUI is feature rich, but the display and battery are the real MVPs here. For such a huge battery, the phone doesn't feel that heavy, lighter than phones within this price range.But that's because they use glass, and Samsung uses a material which is basically plastic, and to be honest, I would pick plastic over glass anyday. Glass is glass and glass breaks. Besides there is no point in having a glass back if it doesn't have wireless charging as well right?Speaking about the camera, it is very similar to any mid-ranger, but the highlight I would say is Single Take. It is not only just fun to use, but is very helpful as well. I didn't expect to like it this much. It is amazing.Now the display, it's huge. And it's vibrant. It's just a pleasure to look at. Sure it may be 60Hz, but the sAMOLED panel is a cut above the rest.And the 6000mAh battery is coupled with a 25W fast charger, which charged the phone reasonably fast, about 80 minutes from 10% to 98%. This is definitely a two-day phone as I am a mid-weight user, primarily media consumption.The one glaring issue: THE PROCESSOR, and in extension the GPU. It is noticeably inferior to Snapdragon 720g, 730g and the 730 which you can find in phones of similar price range. The difference is not that apparent in daily usage, but I'm sure it will impact a lot if you scroll through media a lot, or if you game a lot. So if you're a gamer, I would suggest a Chinese OEM, they have better hardware for the price.In conclusion, if you are a media consumer who also uses the camera a lot, buy this phone without a doubt. If you are anything more - a gamer, a person who wants to future-proof their phone etc.. I would look elsewhere.I love this phone as this fits my usage perfectly.

  
"
rahul kumar gupta,"







  
  
    Good choice
  
",5.0 out of 5 stars,"









  
  
    
  Awesome camera qualityPowerful batteryNice build qualityExynos 9611 is not bad, I mean trust me if you are a working person an average mobile user, you won't feel any issue with this processor.If you are looking for non Chinese brand, you can choose this phone blindly.If you compare with price this phone is much better than One Plus Nord. I am not even going to comparing this phone with cheap and disgusting Redmi, Oppo, Vivo etc. phones.

  
"
Sandeep chaurasiya,"







  
  
    Don't buy this phone
  
",1.0 out of 5 stars,"









  
  
    
  Firstly I am giving 1star because of its processor I think samsung must upgrade Exynos processor.... And after 2 days use the phone heat too much and battery drained very fastPros..1. Best camera and camera features specially singal take2. Best battery 6000 mah with reverse charging and 25 watt fast charging3. SAmoled Display one of the best display you can say ...Cons...1. Processor It's not so bad but you can say old one..2. I feel some network connectivity issu in my airtel3. Build quality- It is not bad but if the use glass body then it could be much better4. Overpriced 1.5k or 2k5. Heating issue6. Battery draining issue7. It take 3 hours to full charge

  
"
viky,"







  
  
    THINK MILLION TIMES BEFORE YOU PURCHASE A PHONE FROM AMAZON SITE.
  
",1.0 out of 5 stars,"









  
  
    
  Wrost apps. This is built in favor of Amazon. My phone is getting much more heating. Even in cold weather like ac room during a call also. But this worst apps tested and certified ok.THINK MILLION TIMES BEFORE YOU PURCHASE A PHONE FROM AMAZON SITE.NOW I AM GOING TO FILE A COMPLAINT ON CONSUMER FORUM AS PER NEW GUIDELINES OF CONSUMER......

  
"
Nand Lal Meena,"







  
  
    You told and explain all problem for receiver boy
  
",1.0 out of 5 stars,"









  
  
    
  Return boy not received this mobile he told me it not work but I'm already complete it not working

  
"
Sijith,"







  
  
    I am not satisfied with the Performance
  
",2.0 out of 5 stars,"









  
  
    
  Facial recognition is not working itself and Its says 64MB camera but its only in writings not in performance.6000 MAH battery but it will drain in 8hrs (Not even Continues) if you watch basic youtube and normal FB browsing. I will not recommend this mobile if anyone wish to by only for Camera and battery

  
"
Amit,"







  
  
    Issue with the charger/ battery
  
",1.0 out of 5 stars,"









  
  
    
  This device is supposed to charge from 0 to 100% in 97 minutes.However, the product I received takes 3 hours to charge fully.How could this be 25 W superfast charging?! Hope no one else is facing this issue.Need to replace my device!

  
"
shivanand sakri,"







  
  
    don't buy Amazon fooled me
  
",1.0 out of 5 stars,"









  
  
    
  The Product Design in the website is different. Worst Samsung mobile I have ever used.  all I have seen were edited images. Amazon fooled me,  Please do not buy this Product. worst camera, Low processer. Completely not happy with the product. Do not waste your hard-earned money on this worst phone.Go with Redmi K20/Redmi K20 pro forBetter PerformanceBetter Battery LifeBetter Camera

  
"
Sandeep Kumar Kasaudhan,"







  
  
    Bad performance
  
",1.0 out of 5 stars,"









  
  
    
  Bad product... Don't buy ... Hold your money and go with other devices

  
"
S R KALI PRASAD KROVVIDI,"







  
  
    Another excellent M series mobile from Samsung
  
",5.0 out of 5 stars,"









  
  
    
  Another excellent M series mobile from Samsung.  Look of the mobile is elegant. The Amoled screen is very much vibrant and better than the previously launched M30s . Also i felt that the screen size is slightly 2 mm larger than M30s. The front camera is placed slightly 2mm lower than the top edge, henceforth may hinder video viewing in the enlarged screen mode. The battery is a monster with 6000 mAh , so need not worry about charging for atleast 2 days with respect to the way I use. Also thanks to reverse charging facility that samsung introduced in this model. Any gadget that has c-port can be charged directly with the charging cable provided as the both ends of the charging cable are of c- port. I think this feature is only introduced by Samsung in the budget range of less than 20k . However for connecting to the laptop I may have to use the M30s charge cable.  Also there is no heating problem during charging. Also the charging time is approx one and half hour from zero to full charge, which i believe is decent for a battery with capacity of about 6000 mAh.The sound quality is great. The camera quality - primary 64MP and front - 32 MP are awesome. There is a flash available for front cam as well similar to retina flash on iPhone 7 plus. Depth ( similar to portrait mode in iPhone) and Macro modes ( useful for capturing smaller size objects) are decent though not excellent. I am yet to check wide angle mode of camera. Also I am yet to check the night mode shots. Also there are other special features like single click are easy to use . It will capture a bunch of photos and video from which the best and required ones can be chosen and rest can be deleted. There are other features like single video recording on front and back cam , smart selfie option which I am yet to explore and review the quality as I just received the mobile . Also I liked the concept of introduction of finger print on the power  button on the right side. The specification of processor, RAM and storage space are decent for the price paid. Also i believe that samsung is offering the mobiles at the decent spec at lesser price when compared to other premium brands like one plus, MI etc.,. Also thanks to Amazon for delivering the mobile within 5 days, i.e., a week earlier than the promised date as I see that the mobile is not available at the time of order placement, because of the demand. Earlier I bought 2 qty of M30s and I had a very good experience of using them as i never experienced any performance issues with them. Also the M series mobiles are quite sturdy. Now I believe that I will have a much better experience with M31s. Thanks to samsung for the continual launch of better quality mobiles at a very competitive price. Also the samsung galaxy eco system of apps and cloud are pretty decent . Also I have a good experience with the services of samsung incase of any damage to the mobile. Overall I am happy with the product and also with the services of samsung and Amazon.

  
"
Wasi Khan,"







  
  
    Very Bad Product , bad quality and money wasted
  
",1.0 out of 5 stars,"









  
  
    
  Yesterday I received new M31s phone. It is very bad phone with bad quality features, both camera are too bad picture quality and no flash on front camera.Till now found cameras are look like VGA picture camera. I tried to return this phone but Amazon care denied and said no return, replace and refund policy on phone.

  
"
anamika singh,"







  
  
    Heating issue is pathetic
  
",1.0 out of 5 stars,"









  
  
    
  The phone is getting heat please don’t buy this ever

  
"
Dilip Kushwaha,"







  
  
    Amazon's new trap and samsung's worst product
  
",1.0 out of 5 stars,"









  
  
    
  My issue:I purchased this mobile to play PubG or other games but play games on this mobile is now a dream because it's stucking during play and Amazon is not providing any return and replacement option while my return window is still open.Regarding Amazon service:This time amzon changed their policy, so only replacement option available, but you won't be able to replace it because if you are facing any issue then it's technical staff will not approve or accept it.Regarding Samsung:I tried samsun mobile device this time but this company haven't changed so far. They are showing super fast processor or ram but you won't be able to play any game like PubG or any other game, all games are stucking. I will not recommend samsung mobile, you can buy note 9 pro insted of these samsung mobiles.Conclusion before buying any product on Amazon please check they are providing return and replacement option, if they are providing only replacement option then Don't buy those products from Amazon because it's a trap.Don't waste your money on Amazon because they have proven that we should not buy any product online. Because after purchasing if you are facing any issue afterwords their support team will not help you to return it.Thia is just my review and chalanges that I'm facing with AmazonGod bless you guys.

  
"
Sourav,"







  
  
    best branded non Chinese smartphone in this segment
  
",5.0 out of 5 stars,"









  
  
    
  In one word the phone is awesome. U can go for it. I am writing this review after 3 months of usage.Pros:1. Battery life is awesome. It normally last more than a day in vast usage. I had got a maximum backup of 3 day with single charge at normal usage.2. 64 mp camera is just fantastic. Pictures are crisp and detailed. Even it will not haze with sufficient zoom. Night mode is much better then other phones.3. Look is also good with a punch hole camera. Samsung has maintained a premium look even after housing a 6000 mah battery. Phone looks slim.4. Display is much better even then premium Chinese smartphone. Super amoled as it is.5. Finger print sensor is much faster. Face lock is also very good.6. Speakers are loud and crisp. U will get clear, loud and detailed sound while calling and music/ videos playing.7. Gastric look also provide a premium look. (Even Glass back is desired as it becomes a standard now a days).8. Phone weight less with 6000 mah battery. It takes 1.5 hrs to completely charge. Thanks to 25 watts super fast charging from samsung.

  
"
sanjay ns,"







  
  
    Worst phone- Upper part heating problem
  
",1.0 out of 5 stars,"









  
  
    
  Lots and lots of heating problem is there in the upper part of the phone while calling or browsing. Because of this issue you can't  call without earphones. Camera is also not that good as mentioned. Battery is also draining too fast .

  
"
Akansha Shukla,"







  
  
    Worst camera from Samsung, Worst support from Amazon team
  
",1.0 out of 5 stars,"









  
  
    
  Don't go for this product. It's not upto the mark as mentioned in product description. Camera quality is not at all good and face unlock is very slow.  Also the phone refreshing rate is very slow.Also the Amazon team is not helping me with returning the product when i am trying to return this within 24hrs of delivery.Worst camera from SamsungWorst support from Amazon team

  
"
Saranraj,"







  
  
    Worst worst worst to the core
  
",1.0 out of 5 stars,"









  
  
    
   Samsung m31s heap reals very bad experiencewhen we use other than system appsScreen gets blinksWhile playing video the screen gets blinks that irritates us to use ...

  
"
shubham,"







  
  
    No basic accessories
  
",3.0 out of 5 stars,"









  
  
    
  I purchased this phone on 6th August, but still I can't use the phone. Only because tempered glass and back cover is not available. Come on samsung, I purchased because I didn't want to purchase oppo,pocco.. blah blah.... As I am supporting make in India product.. but these Chinese brand know the nerve of customer and providing basic accessories with the phone.. it would be better if i ordered Mi phones, they are providing basic accessories and the camera quality is better than your phone in this price range..

  
"
Mahir kuttiadi,"







  
  
    Not up to the mark
  
",2.0 out of 5 stars,"









  
  
    
  I bought this phone only the reason it have a best camera. But after 5 days use i am not satisfied with this phone. Reasons:-1. Camera:  It's not up to the mark. In low light photo is very bad.photo looks blur. In night also camera not good. Only v can take good photo in evening. That time all phones give us better photos.No AI support in camera. And portrait mode is in not in one click, its also not perfect. Macro also not good.2. Battery: The 6000 battery feels like 4500mah battery. One day we can use.3. Processer: now I don't feel any lag,but all youtube videos we can see this processor is not good enough for this phone.4. There is no second space option, No IR remote and gallery doest have discover,album options like iphone and honor phone.5. No screen recording option and no network speed showing option.Pros:1. In single shot we can get many videos and photos.2. Great display & design3. Smooth touch & fast fingerprint sensor.

  
"
Gaurav ,"







  
  
    Not Happy
  
",1.0 out of 5 stars,"









  
  
    
  Not happy with this phone, apps are getting closed automatically wifi and mobile data connectivity issues are also there will see two more days else place the replacement or refund request

  
"
